CUSIP NO,ASTRK,ISSUER NAME,ISSUER DESCRIPTION,STATUS
929328 95 2,,WSFS FINL CORP,PUT,
92932M 10 1,*,WNS HLDGS LTD,SPON ADR,
92932M 90 1,,WNS HLDGS LTD,CALL,
92932M 95 1,,WNS HLDGS LTD,PUT,
92936U 10 9,*,WP CAREY INC,COM,
92936U 90 9,,WP CAREY INC,CALL,
92936U 95 9,,WP CAREY INC,PUT,
92937A 10 2,*,WPP PLC NEW,ADR,
92937A 90 2,,WPP PLC NEW,CALL,
92937A 95 2,,WPP PLC NEW,PUT,
92939U 10 6,*,WEC ENERGY GROUP INC,COM,
92939U 90 6,,WEC ENERGY GROUP INC,CALL,
92939U 95 6,,WEC ENERGY GROUP INC,PUT,
92940W AD 1,,WIX COM LTD,NOTE8/1,
92941V 30 8,,VYNE THERAPEUTICS INC,COM,
92942W 10 7,*,WK KELLOGG CO,COM SHS,
92942W 90 7,,WK KELLOGG CO,CALL,
92942W 95 7,,WK KELLOGG CO,PUT,
929566 10 7,*,WABASH NATL CORP,COM,
929566 90 7,,WABASH NATL CORP,CALL,
929566 95 7,,WABASH NATL CORP,PUT,
92971A 10 9,*,WM TECHNOLOGY INC,COM,
92971A 11 7,,WM TECHNOLOGY INC,*W EXP 06/16/202,
92971A 90 9,,WM TECHNOLOGY INC,CALL,
92971A 95 9,,WM TECHNOLOGY INC,PUT,
929740 10 8,*,WABTEC,COM,
929740 90 8,,WABTEC,CALL,
929740 95 8,,WABTEC,PUT,
93042P 10 9,,WAG GROUP CO,COMMON STOCK,
93042P 11 7,,WAG GROUP CO,*W EXP 07/30/202,
931142 10 3,*,WALMART INC,COM,
931142 90 3,,WALMART INC,CALL,
931142 95 3,,WALMART INC,PUT,
931427 10 8,*,WALGREENS BOOTS ALLIANCE INC,COM,
931427 90 8,,WALGREENS BOOTS ALLIANCE INC,CALL,
931427 95 8,,WALGREENS BOOTS ALLIANCE INC,PUT,
93148P 10 2,*,WALKER & DUNLOP INC,COM,
93148P 90 2,,WALKER & DUNLOP INC,CALL,
93148P 95 2,,WALKER & DUNLOP INC,PUT,
93403J 10 6,*,WARBY PARKER INC,CL A COM,
93403J 90 6,,WARBY PARKER INC,CALL,
93403J 95 6,,WARBY PARKER INC,PUT,
934423 10 4,*,WARNER BROS DISCOVERY INC,COM SER A,
934423 90 4,,WARNER BROS DISCOVERY INC,CALL,
934423 95 4,,WARNER BROS DISCOVERY INC,PUT,
934550 20 3,*,WARNER MUSIC GROUP CORP,COM CL A,
934550 90 3,,WARNER MUSIC GROUP CORP,CALL,
934550 95 3,,WARNER MUSIC GROUP CORP,PUT,
93465C 10 6,,WARRANTEE INC,SPON ADS,
93627C 10 1,*,WARRIOR MET COAL INC,COM,
93627C 90 1,,WARRIOR MET COAL INC,CALL,
93627C 95 1,,WARRIOR MET COAL INC,PUT,
938824 10 9,*,WAFD INC,COM,
938824 90 9,,WAFD INC,CALL,
938824 95 9,,WAFD INC,PUT,
939653 10 1,*,ELME COMMUNITIES,SH BEN INT,
939653 90 1,,ELME COMMUNITIES,CALL,
939653 95 1,,ELME COMMUNITIES,PUT,
940610 10 8,*,WASHINGTON TR BANCORP INC,COM,
940610 90 8,,WASHINGTON TR BANCORP INC,CALL,
940610 95 8,,WASHINGTON TR BANCORP INC,PUT,
94106B 10 1,*,WASTE CONNECTIONS INC,COM,
94106B 90 1,,WASTE CONNECTIONS INC,CALL,
94106B 95 1,,WASTE CONNECTIONS INC,PUT,
94106L 10 9,*,WASTE MGMT INC DEL,COM,
94106L 90 9,,WASTE MGMT INC DEL,CALL,
94106L 95 9,,WASTE MGMT INC DEL,PUT,
94132V 10 5,,WATERDROP INC,ADS,
941848 10 3,*,WATERS CORP,COM,
941848 90 3,,WATERS CORP,CALL,
941848 95 3,,WATERS CORP,PUT,
94188P 10 1,*,WATERSTONE FINL INC MD,COM,
94188P 90 1,,WATERSTONE FINL INC MD,CALL,
94188P 95 1,,WATERSTONE FINL INC MD,PUT,
942622 10 1,,WATSCO INC,CL B CONV,
942622 20 0,*,WATSCO INC,COM,
942622 90 0,,WATSCO INC,CALL,
942622 95 0,,WATSCO INC,PUT,
942749 10 2,*,WATTS WATER TECHNOLOGIES INC,CL A,
942749 90 2,,WATTS WATER TECHNOLOGIES INC,CALL,
942749 95 2,,WATTS WATER TECHNOLOGIES INC,PUT,
94419L 10 1,*,WAYFAIR INC,CL A,
94419L 90 1,,WAYFAIR INC,CALL,
94419L 95 1,,WAYFAIR INC,PUT,
94419L AD 3,,WAYFAIR INC,NOTE  1.125%11/0,
94419L AF 8,,WAYFAIR INC,NOTE  1.000% 8/1,
94419L AM 3,,WAYFAIR INC,NOTE  0.625%10/0,
94419L AP 6,,WAYFAIR INC,NOTE  3.250% 9/1,
946760 10 5,,CLIMB GLOBAL SOLUTIONS INC,COM,
94724R 10 8,*,WEAVE COMMUNICATIONS INC,COM,
94724R 90 8,,WEAVE COMMUNICATIONS INC,CALL,
94724R 95 8,,WEAVE COMMUNICATIONS INC,PUT,
947890 10 9,*,WEBSTER FINL CORP,COM,
947890 90 9,,WEBSTER FINL CORP,CALL,
947890 95 9,,WEBSTER FINL CORP,PUT,
948596 10 1,*,WEIBO CORP,SPONSORED ADR,
948596 90 1,,WEIBO CORP,CALL,
948596 95 1,,WEIBO CORP,PUT,
948849 10 4,*,WEIS MKTS INC,COM,
948849 90 4,,WEIS MKTS INC,CALL,
948849 95 4,,WEIS MKTS INC,PUT,
949746 10 1,*,WELLS FARGO CO NEW,COM,
949746 80 4,,WELLS FARGO CO NEW,PERP PFD CNV A,
949746 90 1,,WELLS FARGO CO NEW,CALL,
949746 95 1,,WELLS FARGO CO NEW,PUT,
94987B 10 5,,ALLSPRING INCOME OPPORTUNIT,INC OPPTY FD,
94987C 10 3,,ALLSPRING GLOBAL DIVIDEND OP,COM,
94987D 10 1,,ALLSPRING MULTI SECTOR INCOM,COM,
94987E 10 9,,ALLSPRING UTILITIES AND HIGH,WF UTILITIES INC,
95040Q 10 4,*,WELLTOWER INC,COM,
95040Q 90 4,,WELLTOWER INC,CALL,
95040Q 95 4,,WELLTOWER INC,PUT,
950415 10 9,,WELSBACH TECH METALS ACQU CO,COM,
950415 11 7,,WELSBACH TECH METALS ACQU CO,RIGHT 12/22/2026,
950415 20 8,,WELSBACH TECH METALS ACQU CO,UNIT 12/22/2026,
95058W 10 0,*,WENDYS CO,COM,
95058W 90 0,,WENDYS CO,CALL,
95058W 95 0,,WENDYS CO,PUT,
950755 10 8,*,WERNER ENTERPRISES INC,COM,
950755 90 8,,WERNER ENTERPRISES INC,CALL,
950755 95 8,,WERNER ENTERPRISES INC,PUT,
95075A 10 7,*,WEREWOLF THERAPEUTICS INC,COM,
95075A 90 7,,WEREWOLF THERAPEUTICS INC,CALL,
95075A 95 7,,WEREWOLF THERAPEUTICS INC,PUT,
950810 10 1,*,WESBANCO INC,COM,
950810 90 1,,WESBANCO INC,CALL,
950810 95 1,,WESBANCO INC,PUT,
95082P 10 5,*,WESCO INTL INC,COM,
95082P 90 5,,WESCO INTL INC,CALL,
95082P 95 5,,WESCO INTL INC,PUT,
95123P 10 6,*,WEST BANCORPORATION INC,CAP STK,
95123P 90 6,,WEST BANCORPORATION INC,CALL,
95123P 95 6,,WEST BANCORPORATION INC,PUT,
952845 10 5,*,WEST FRASER TIMBER CO LTD,COM,
952845 90 5,,WEST FRASER TIMBER CO LTD,CALL,
952845 95 5,,WEST FRASER TIMBER CO LTD,PUT,
955306 10 5,*,WEST PHARMACEUTICAL SVSC INC,COM,
955306 90 5,,WEST PHARMACEUTICAL SVSC INC,CALL,
955306 95 5,,WEST PHARMACEUTICAL SVSC INC,PUT,
957090 10 3,*,WESTAMERICA BANCORPORATION,COM,
957090 90 3,,WESTAMERICA BANCORPORATION,CALL,
957090 95 3,,WESTAMERICA BANCORPORATION,PUT,
95758L 10 7,,WESTERN ACQSTN VENTURES CORP,COM,
95758L 11 5,,WESTERN ACQSTN VENTURES CORP,*W EXP 99/99/999,
95758L 20 6,,WESTERN ACQSTN VENTURES CORP,UNIT 09/01/2026,
957638 10 9,*,WESTERN ALLIANCE BANCORP,COM,
957638 90 9,,WESTERN ALLIANCE BANCORP,CALL,
957638 95 9,,WESTERN ALLIANCE BANCORP,PUT,
957664 10 5,,WESTERN ASSET PREMIER BD FD,SHS BEN INT,
95766A 10 1,,WESTERN ASSET EMERGING MKTS,COM,
95766B 10 9,,WESTERN ASSET GBL HIGH INC F,COM,
95766J 10 2,,WESTERN ASSET HIGH INCOM FD,COM,
95766K 10 9,,WESTERN ASSET HIGH INCOME OP,COM,
95766M 10 5,,WESTERN ASSET MANAGED MUNS F,COM,
95766N 10 3,,WESTERN ASSET MUN HIGH INCOM,COM,
95766P 10 8,,WESTERN ASSET MUN PARTNERS F,COM,DELETED
95766Q 10 6,,WESTERN ASST INFLTN LKD INM,COM SH BEN INT,
95766R 10 4,,WESTERN AST INFL LKD OPP & I,COM,
95766T 10 0,,WESTERN ASSET INVESTMENT GRA,COM,
95768B 10 7,,WESTERN ASSET HIGH YIELD DEF,COM,
95790A 10 1,,WESTERN ASSET INVT GRADE DEF,COM,
95790B 10 9,,WESTERN ASSET MTG DEFINED OP,COM,
95790C 10 7,,WESTERN ASSET GLOBAL CORP DE,COM,
95790D 20 4,*,WESTERN ASSET MTG CAP CORP,COM,DELETED
95790D 90 4,,WESTERN ASSET MTG CAP CORP,CALL,DELETED
95790D 95 4,,WESTERN ASSET MTG CAP CORP,PUT,DELETED
95790D AD 7,,WESTERN ASSET MORTGAGE CAPIT,NOTE  6.750% 9/1,
95790K 10 9,,WESTERN ASSET DIVERSIFIED IN,COM SHS BEN INT,
95805V 10 8,,WESTERN COPPER & GOLD CORP,COM,
958102 10 5,*,WESTERN DIGITAL CORP.,COM,
958102 90 5,,WESTERN DIGITAL CORP.,CALL,
958102 95 5,,WESTERN DIGITAL CORP.,PUT,
958102 AP 0,,WESTERN DIGITAL CORP.,NOTE  1.500% 2/0,
958435 10 9,,WESTERN ASSET INTER MUNI FD,COM,
958669 10 3,*,WESTERN MIDSTREAM PARTNERS L,COM UNIT LP INT,
958669 90 3,,WESTERN MIDSTREAM PARTNERS L,CALL,
958669 95 3,,WESTERN MIDSTREAM PARTNERS L,PUT,
958892 10 1,*,WESTERN NEW ENG BANCORP INC,COM,
958892 90 1,,WESTERN NEW ENG BANCORP INC,CALL,
958892 95 1,,WESTERN NEW ENG BANCORP INC,PUT,
959802 10 9,*,WESTERN UN CO,COM,
959802 90 9,,WESTERN UN CO,CALL,
959802 95 9,,WESTERN UN CO,PUT,
960413 10 2,*,WESTLAKE CORPORATION,COM,
960413 90 2,,WESTLAKE CORPORATION,CALL,
960413 95 2,,WESTLAKE CORPORATION,PUT,
960417 10 3,*,WESTLAKE CHEM PARTNERS LP,COM UNIT RP LP,
960417 90 3,,WESTLAKE CHEM PARTNERS LP,CALL,
960417 95 3,,WESTLAKE CHEM PARTNERS LP,PUT,
960908 50 7,*,WESTPORT FUEL SYSTEMS INC,COM,
960908 90 7,,WESTPORT FUEL SYSTEMS INC,CALL,
960908 95 7,,WESTPORT FUEL SYSTEMS INC,PUT,
96145D 10 5,*,WESTROCK CO,COM,
96145D 90 5,,WESTROCK CO,CALL,
96145D 95 5,,WESTROCK CO,PUT,
96145W 10 3,*,WESTROCK COFFEE CO,COM,
96145W 11 1,,WESTROCK COFFEE CO,*W EXP 08/29/202,
96145W 90 3,,WESTROCK COFFEE CO,CALL,
96145W 95 3,,WESTROCK COFFEE CO,PUT,
961684 20 6,*,WESTWATER RES INC,COM NEW,
961684 90 6,,WESTWATER RES INC,CALL,
961684 95 6,,WESTWATER RES INC,PUT,
961765 10 4,*,WESTWOOD HLDGS GROUP INC,COM,
961765 90 4,,WESTWOOD HLDGS GROUP INC,CALL,
961765 95 4,,WESTWOOD HLDGS GROUP INC,PUT,
961884 20 2,,WETRADE GROUP INC,COM,
96208T 10 4,*,WEX INC,COM,
96208T 90 4,,WEX INC,CALL,
96208T 95 4,,WEX INC,PUT,
96209A 40 1,*,WEWORK INC,CL A NEW,DELETED
96209A 90 1,,WEWORK INC,CALL,DELETED
96209A 95 1,,WEWORK INC,PUT,DELETED
962149 10 0,,WEYCO GROUP INC,COM,
962166 10 4,*,WEYERHAEUSER CO MTN BE,COM NEW,
962166 90 4,,WEYERHAEUSER CO MTN BE,CALL,
962166 95 4,,WEYERHAEUSER CO MTN BE,PUT,
962879 10 2,*,WHEATON PRECIOUS METALS CORP,COM,
962879 90 2,,WHEATON PRECIOUS METALS CORP,CALL,
962879 95 2,,WHEATON PRECIOUS METALS CORP,PUT,
963025 30 9,,WHEELER REAL ESTATE INVT TR,CV PFD SER B,
963025 80 4,,WHEELER REAL ESTATE INVT TR,7% SR NT 31,
963025 88 7,,WHEELER REAL ESTATE INVT TR,COM,
96327X 20 0,,WHERE FOOD COMES FROM INC,COM NEW,
96328L 20 5,*,WHEELS UP EXPERIENCE INC,COM CL A,
96328L 90 5,,WHEELS UP EXPERIENCE INC,CALL,
96328L 95 5,,WHEELS UP EXPERIENCE INC,PUT,
963320 10 6,*,WHIRLPOOL CORP,COM,
963320 90 6,,WHIRLPOOL CORP,CALL,
963320 95 6,,WHIRLPOOL CORP,PUT,
96524V 10 6,*,WHITEHORSE FIN INC,COM,
96524V 90 6,,WHITEHORSE FIN INC,CALL,
96524V 95 6,,WHITEHORSE FIN INC,PUT,
966084 20 4,*,WHITESTONE REIT,COM,
966084 90 4,,WHITESTONE REIT,CALL,
966084 95 4,,WHITESTONE REIT,PUT,
96684W 10 0,*,WHOLE EARTH BRANDS INC,COM CL A,
96684W 12 6,,WHOLE EARTH BRANDS INC,*W EXP 06/25/202,
96684W 90 0,,WHOLE EARTH BRANDS INC,CALL,
96684W 95 0,,WHOLE EARTH BRANDS INC,PUT,
96758W 10 1,*,WIDEOPENWEST INC,COM,
96758W 90 1,,WIDEOPENWEST INC,CALL,
96758W 95 1,,WIDEOPENWEST INC,PUT,
967590 20 9,*,WIDEPOINT CORP,COMMON,
967590 90 9,,WIDEPOINT CORP,CALL,
967590 95 9,,WIDEPOINT CORP,PUT,
96812F 10 2,,BRIDGER AEROSPACE GRP HLDGS,COM,
96812F 11 0,,BRIDGER AEROSPACE GRP HLDGS,*W EXP 01/24/202,
968223 20 6,*,WILEY JOHN & SONS INC,CL A,
968223 30 5,,WILEY JOHN & SONS INC,CL B,
968223 90 6,,WILEY JOHN & SONS INC,CALL,
968223 95 6,,WILEY JOHN & SONS INC,PUT,
968235 20 0,,WILHELMINA INTL INC,COM NEW,
969136 10 0,,WILLAMETTE VY VINEYARD INC,COM,
96924N 10 0,*,WILLDAN GROUP INC,COM,
96924N 90 0,,WILLDAN GROUP INC,CALL,
96924N 95 0,,WILLDAN GROUP INC,PUT,
96927A 10 5,,WILLIAM PENN BANCORPORATION,COM,
969457 10 0,*,WILLIAMS COS INC,COM,
969457 90 0,,WILLIAMS COS INC,CALL,
969457 95 0,,WILLIAMS COS INC,PUT,
96951B 10 2,,WILLIAMS ROWLAND ACQUISITION,COM,
96951B 20 1,,WILLIAMS ROWLAND ACQUISITION,UNIT 12/11/2026,
969904 10 1,*,WILLIAMS SONOMA INC,COM,
969904 90 1,,WILLIAMS SONOMA INC,CALL,
969904 95 1,,WILLIAMS SONOMA INC,PUT,
970646 10 5,,WILLIS LEASE FIN CORP,COM,
971378 10 4,*,WILLSCOT MOBIL MINI HLDNG CO,COM CL A,
971378 90 4,,WILLSCOT MOBIL MINI HLDNG CO,CALL,
971378 95 4,,WILLSCOT MOBIL MINI HLDNG CO,PUT,
97264L 10 0,*,WIMI HOLOGRAM CLOUD INC,SPON ADS CL B,
97264L 90 0,,WIMI HOLOGRAM CLOUD INC,CALL,
97264L 95 0,,WIMI HOLOGRAM CLOUD INC,PUT,
97382D 40 2,,WINDTREE THERAPEUTICS INC,COM NEW,
974155 10 3,*,WINGSTOP INC,COM,
974155 90 3,,WINGSTOP INC,CALL,
974155 95 3,,WINGSTOP INC,PUT,
974250 10 2,,WINMARK CORP,COM,
974637 10 0,*,WINNEBAGO INDS INC,COM,
974637 90 0,,WINNEBAGO INDS INC,CALL,
974637 95 0,,WINNEBAGO INDS INC,PUT,
974637 AB 6,,WINNEBAGO INDS INC,NOTE  1.500% 4/0,
97650W 10 8,*,WINTRUST FINL CORP,COM,
97650W 90 8,,WINTRUST FINL CORP,CALL,
97650W 95 8,,WINTRUST FINL CORP,PUT,
97651M 10 9,*,WIPRO LTD,SPON ADR 1 SH,
97651M 90 9,,WIPRO LTD,CALL,
97651M 95 9,,WIPRO LTD,PUT,
97655B 10 9,,WINVEST ACQUISITION CORP,COMMON STOCK,
97655B 11 7,,WINVEST ACQUISITION CORP,*W EXP 08/09/202,
97655B 12 5,,WINVEST ACQUISITION CORP,RIGHT 99/99/9999,
97655B 20 8,,WINVEST ACQUISITION CORP,UNIT 08/09/2026,
97717P 10 4,*,WISDOMTREE INC,COM,
97717P 90 4,,WISDOMTREE INC,CALL,
97717P 95 4,,WISDOMTREE INC,PUT,
97717P AD 6,,WISDOMTREE INC,NOTE  3.250% 6/1,
97717W 10 9,*,WISDOMTREE TR,US TOTAL DIVIDND,
97717W 12 5,*,WISDOMTREE TR,FUTRE STRAT FD,
97717W 13 3,*,WISDOMTREE TR,EMERG CUR STR FD,
97717W 18 2,*,WISDOMTREE TR,CHINESE YUAN FD,DELETED
97717W 20 8,*,WISDOMTREE TR,US HIGH DIVIDEND,
97717W 28 1,*,WISDOMTREE TR,EMG MKTS SMCAP,
97717W 30 7,*,WISDOMTREE TR,US LARGECAP DIVD,
97717W 31 5,*,WISDOMTREE TR,EMER MKT HIGH FD,
97717W 32 3,,WISDOMTREE TR,EM MKTS QTLY DIV,
97717W 33 1,*,WISDOMTREE TR,NEW ECON REAL ES,
97717W 38 0,,WISDOMTREE TR,INTRST RATE HDGE,
97717W 40 6,*,WISDOMTREE TR,US AI ENHANCED,
97717W 42 2,*,WISDOMTREE TR,INDIA ERNGS FD,
97717W 43 0,*,WISDOMTREE TR,HEDGED HI YLD BD,
97717W 44 8,,WISDOMTREE TR,GERMANY HEDEQ FD,DELETED
97717W 47 1,*,WISDOMTREE TR,BLMBG US BULL,
97717W 50 5,*,WISDOMTREE TR,US MIDCAP DIVID,
97717W 52 1,*,WISDOMTREE TR,JPN SCAP HDG EQT,
97717W 54 7,*,WISDOMTREE TR,WISDOMTREE US VA,
97717W 56 2,*,WISDOMTREE TR,US SMALLCAP FUND,
97717W 57 0,*,WISDOMTREE TR,US MIDCAP FUND,
97717W 58 8,*,WISDOMTREE TR,US LARGECAP FUND,
97717W 59 6,,WISDOMTREE TR,US ESG FUND,
97717W 60 4,*,WISDOMTREE TR,US SMALLCAP DIVD,
97717W 70 3,*,WISDOMTREE TR,INTL EQUITY FD,
97717W 76 0,*,WISDOMTREE TR,INTL SMCAP DIV,
97717W 77 8,,WISDOMTREE TR,INTL MIDCAP DV,
97717W 78 6,*,WISDOMTREE TR,INTERNTNL AI ENH,
97717W 79 4,*,WISDOMTREE TR,INTL LRGCAP DV,
97717W 80 2,*,WISDOMTREE TR,ITL HIGH DIV FD,
97717W 83 6,*,WISDOMTREE TR,JP SMALLCP DIV,
97717W 84 4,*,WISDOMTREE TR,GLB US QTLY DIV,
97717W 85 1,*,WISDOMTREE TR,JAPN HEDGE EQT,
97717W 86 9,*,WISDOMTREE TR,EUROPE SMCP DV,
97717W 87 7,*,WISDOMTREE TR,GLB HIGH DIV FD,
97717W 90 0,,WISDOMTREE TR,CALL,
97717W 90 0,,WISDOMTREE TR,CALL,
97717W 90 0,,WISDOMTREE TR,CALL,
97717W 90 1,,WISDOMTREE TR,CALL,
97717W 90 1,,WISDOMTREE TR,CALL,
97717W 90 1,,WISDOMTREE TR,CALL,
97717W 90 1,,WISDOMTREE TR,CALL,
97717W 90 1,,WISDOMTREE TR,CALL,
97717W 90 2,,WISDOMTREE TR,CALL,DELETED
97717W 90 2,,WISDOMTREE TR,CALL,
97717W 90 2,,WISDOMTREE TR,CALL,
97717W 90 2,,WISDOMTREE TR,CALL,
97717W 90 3,,WISDOMTREE TR,CALL,
97717W 90 3,,WISDOMTREE TR,CALL,
97717W 90 4,,WISDOMTREE TR,CALL,
97717W 90 4,,WISDOMTREE TR,CALL,
97717W 90 4,,WISDOMTREE TR,CALL,
97717W 90 5,,WISDOMTREE TR,CALL,
97717W 90 5,,WISDOMTREE TR,CALL,
97717W 90 5,,WISDOMTREE TR,CALL,
97717W 90 6,,WISDOMTREE TR,CALL,
97717W 90 6,,WISDOMTREE TR,CALL,
97717W 90 6,,WISDOMTREE TR,CALL,
97717W 90 7,,WISDOMTREE TR,CALL,
97717W 90 7,,WISDOMTREE TR,CALL,
97717W 90 7,,WISDOMTREE TR,CALL,
97717W 90 8,,WISDOMTREE TR,CALL,
97717W 90 8,,WISDOMTREE TR,CALL,
97717W 90 9,,WISDOMTREE TR,CALL,
97717W 90 9,,WISDOMTREE TR,CALL,
97717W 95 0,,WISDOMTREE TR,PUT,
97717W 95 0,,WISDOMTREE TR,PUT,
97717W 95 0,,WISDOMTREE TR,PUT,
97717W 95 1,,WISDOMTREE TR,PUT,
97717W 95 1,,WISDOMTREE TR,PUT,
97717W 95 1,,WISDOMTREE TR,PUT,
97717W 95 1,,WISDOMTREE TR,PUT,
97717W 95 1,,WISDOMTREE TR,PUT,
97717W 95 2,,WISDOMTREE TR,PUT,DELETED
97717W 95 2,,WISDOMTREE TR,PUT,
97717W 95 2,,WISDOMTREE TR,PUT,
97717W 95 2,,WISDOMTREE TR,PUT,
97717W 95 3,,WISDOMTREE TR,PUT,
97717W 95 3,,WISDOMTREE TR,PUT,
97717W 95 4,,WISDOMTREE TR,PUT,
97717W 95 4,,WISDOMTREE TR,PUT,
97717W 95 4,,WISDOMTREE TR,PUT,
97717W 95 5,,WISDOMTREE TR,PUT,
97717W 95 5,,WISDOMTREE TR,PUT,
97717W 95 5,,WISDOMTREE TR,PUT,
97717W 95 6,,WISDOMTREE TR,PUT,
97717W 95 6,,WISDOMTREE TR,PUT,
97717W 95 6,,WISDOMTREE TR,PUT,
97717W 95 7,,WISDOMTREE TR,PUT,
97717W 95 7,,WISDOMTREE TR,PUT,
97717W 95 7,,WISDOMTREE TR,PUT,
97717W 95 8,,WISDOMTREE TR,PUT,
97717W 95 8,,WISDOMTREE TR,PUT,
97717W 95 9,,WISDOMTREE TR,PUT,
97717W 95 9,,WISDOMTREE TR,PUT,
97717X 13 1,*,WISDOMTREE TR,INTL QULTY DIV,
97717X 15 6,,WISDOMTREE TR,US SHT TRM CORP,
97717X 17 2,,WISDOMTREE TR,US HGH YLD CORP,
97717X 19 8,,WISDOMTREE TR,US CORP BOND FD,
97717X 21 4,,WISDOMTREE TR,EMERG MKTS ESG,
97717X 26 3,*,WISDOMTREE TR,CURRNCY INT EQ,
97717X 27 1,*,WISDOMTREE TR,DYNAMIC INT EQ,
97717X 51 1,*,WISDOMTREE TR,YIELD ENHANCD US,
97717X 55 2,,WISDOMTREE TR,EUR HDG SMLCAP,
97717X 56 0,*,WISDOMTREE TR,PUTWRITE STRAT,
97717X 57 8,*,WISDOMTREE TR,EM EX ST-OWNED,
97717X 59 4,*,WISDOMTREE TR,ITL HDG QTLY DIV,
97717X 61 0,,WISDOMTREE TR,EURO QTLY DIV GR,
97717X 65 1,*,WISDOMTREE TR,US S CAP QTY DIV,
97717X 66 9,*,WISDOMTREE TR,US QTLY DIV GRT,
97717X 70 1,*,WISDOMTREE TR,EUROPE HEDGED EQ,
97717X 71 9,*,WISDOMTREE TR,CHINADIV EX FI,
97717X 78 4,,WISDOMTREE TR,WSDM EMKTBD FD,
97717X 86 7,*,WISDOMTREE TR,EM LCL DEBT FD,
97717X 90 0,,WISDOMTREE TR,CALL,
97717X 90 1,,WISDOMTREE TR,CALL,
97717X 90 1,,WISDOMTREE TR,CALL,
97717X 90 1,,WISDOMTREE TR,CALL,
97717X 90 1,,WISDOMTREE TR,CALL,
97717X 90 1,,WISDOMTREE TR,CALL,
97717X 90 3,,WISDOMTREE TR,CALL,
97717X 90 4,,WISDOMTREE TR,CALL,
97717X 90 7,,WISDOMTREE TR,CALL,
97717X 90 8,,WISDOMTREE TR,CALL,
97717X 90 9,,WISDOMTREE TR,CALL,
97717X 90 9,,WISDOMTREE TR,CALL,
97717X 95 0,,WISDOMTREE TR,PUT,
97717X 95 1,,WISDOMTREE TR,PUT,
97717X 95 1,,WISDOMTREE TR,PUT,
97717X 95 1,,WISDOMTREE TR,PUT,
97717X 95 1,,WISDOMTREE TR,PUT,
97717X 95 1,,WISDOMTREE TR,PUT,
97717X 95 3,,WISDOMTREE TR,PUT,
97717X 95 4,,WISDOMTREE TR,PUT,
97717X 95 7,,WISDOMTREE TR,PUT,
97717X 95 8,,WISDOMTREE TR,PUT,
97717X 95 9,,WISDOMTREE TR,PUT,
97717X 95 9,,WISDOMTREE TR,PUT,
97717Y 45 1,,WISDOMTREE TR,BIANCO TOTL RETU,ADDED
97717Y 46 9,,WISDOMTREE TR,VOYA YLD ENHNCD,
97717Y 47 7,,WISDOMTREE TR,US QUALITY GROW,
97717Y 52 7,*,WISDOMTREE TR,FLOATNG RAT TREA,
97717Y 53 5,,WISDOMTREE TR,EMERGING MKT EXC,
97717Y 54 3,*,WISDOMTREE TR,ARTIFICIAL INTEL,
97717Y 55 0,,WISDOMTREE TR,EFFICIENT GLD PL,
97717Y 56 8,*,WISDOMTREE TR,EFFICIENT GLD PL,
97717Y 58 4,,WISDOMTREE TR,U S GRWT & MNTM,DELETED
97717Y 59 2,*,WISDOMTREE TR,BATTERY VL CHAIN,
97717Y 61 8,*,WISDOMTREE TR,BIOREVOLUTION FD,
97717Y 62 6,,WISDOMTREE TR,ALTRNTVE INCM FD,
97717Y 63 4,,WISDOMTREE TR,INTERNATIONL EFI,
97717Y 64 2,,WISDOMTREE TR,EMERGING MARKETS,
97717Y 65 9,*,WISDOMTREE TR,CYBERSECURITY FD,
97717Y 67 5,,WISDOMTREE TR,TARGET RANGE FD,
97717Y 68 3,*,WISDOMTREE TR,ENHNCD CMMDTY ST,
97717Y 69 1,*,WISDOMTREE TR,CLOUD COMPUTNG,
97717Y 70 9,,WISDOMTREE TR,INTL ESG FUND,
97717Y 71 7,,WISDOMTREE TR,GROWTH LEADERS,DELETED
97717Y 72 5,,WISDOMTREE TR,MORTGAGE PLUS BD,
97717Y 73 3,,WISDOMTREE TR,INDIA EX STATE,DELETED
97717Y 77 4,,WISDOMTREE TR,INTK MLTIFACTR,
97717Y 78 2,,WISDOMTREE TR,EMGRING MKTS,
97717Y 79 0,*,WISDOMTREE TR,US EFFICIENT COR,
97717Y 80 8,,WISDOMTREE TR,YIELD ENHANCED,
97717Y 85 7,*,WISDOMTREE TR,US MULTIFACTOR,
97717Y 90 0,,WISDOMTREE TR,CALL,
97717Y 90 1,,WISDOMTREE TR,CALL,
97717Y 90 2,,WISDOMTREE TR,CALL,
97717Y 90 3,,WISDOMTREE TR,CALL,
97717Y 90 3,,WISDOMTREE TR,CALL,
97717Y 90 7,,WISDOMTREE TR,CALL,
97717Y 90 7,,WISDOMTREE TR,CALL,
97717Y 90 8,,WISDOMTREE TR,CALL,
97717Y 90 8,,WISDOMTREE TR,CALL,
97717Y 90 9,,WISDOMTREE TR,CALL,
97717Y 95 0,,WISDOMTREE TR,PUT,
97717Y 95 1,,WISDOMTREE TR,PUT,
97717Y 95 2,,WISDOMTREE TR,PUT,
97717Y 95 3,,WISDOMTREE TR,PUT,
97717Y 95 3,,WISDOMTREE TR,PUT,
97717Y 95 7,,WISDOMTREE TR,PUT,
97717Y 95 7,,WISDOMTREE TR,PUT,
